1,date,section,metric,condition,notes,source,id
1296.0,2025-04-28,B1S2,pruning,pass,,Original,
1295.0,2025-04-28,B1S2,dead plants,pass,,Original,
1300.0,2025-04-28,B1S2,drippers,pass,,Original,
1294.0,2025-04-28,B1S2,leaf colour,pass,,Original,
1293.0,2025-04-28,B1S2,plant growth,pass,,Original,
1292.0,2025-04-28,B1S2,soil moisture,pass,,Original,
1291.0,2025-04-28,B1S2,soil nutrients,pass,,Original,
1290.0,2025-04-28,B1S2,inrows,pass,,Original,
1289.0,2025-04-28,B1S2,mowing,pass,,Original,
1288.0,2025-04-28,B1S2,basin formation,pass,,Original,
1287.0,2025-04-28,B1S2,basin weeds,pass,,Original,
1324.0,2025-04-29,B2S2,basin weeds,pass,,Original,
1323.0,2025-04-29,B2S2,diseases,pass,,Original,
1322.0,2025-04-29,B2S2,insect pests,pass,,Original,
1321.0,2025-04-29,B2S8,health status,partial,,Original,
1320.0,2025-04-29,B2S8,destumping,pass,,Original,
1318.0,2025-04-29,B2S8,staking,pass,,Original,
1317.0,2025-04-29,B2S8,pruning,pass,,Original,
1313.0,2025-04-29,B2S8,dead plants,pass,,Original,
1315.0,2025-04-29,B2S8,pipes,partial,,Original,
1314.0,2025-04-29,B2S8,pipes,pass,,Original,
1309.0,2025-04-29,B2S8,soil moisture,pass,,Original,
1312.0,2025-04-29,B2S8,plant growth,partial,,Original,
1311.0,2025-04-29,B2S8,leaf colour,partial,,Original,
1310.0,2025-04-29,B2S8,soil nutrients,partial,,Original,
1325.0,2025-04-29,B2S2,basin formation,pass,,Original,
1316.0,2025-04-29,B2S8,drippers,pass,,Original,
1326.0,2025-04-29,B2S2,mowing,pass,,Original,
1335.0,2025-04-29,B2S2,drippers,pass,,Original,
1328.0,2025-04-29,B2S2,soil moisture,pass,,Original,
1303.0,2025-04-29,B2S8,insect pests,pass,,Original,
1304.0,2025-04-29,B2S8,diseases,partial,,Original,
1305.0,2025-04-29,B2S8,basin weeds,fail,,Original,
1306.0,2025-04-29,B2S8,basin formation,pass,,Original,
1339.0,2025-04-29,B2S2,health status,partial,,Original,
1337.0,2025-04-29,B2S2,staking,pass,,Original,
1327.0,2025-04-29,B2S2,inrows,pass,,Original,
1336.0,2025-04-29,B2S2,pruning,pass,,Original,
1334.0,2025-04-29,B2S2,pipes,partial,,Original,
1333.0,2025-04-29,B2S2,pipes,pass,,Original,
1332.0,2025-04-29,B2S2,dead plants,pass,,Original,
1331.0,2025-04-29,B2S2,plant growth,partial,,Original,
1330.0,2025-04-29,B2S2,leaf colour,partial,,Original,
1329.0,2025-04-29,B2S2,soil nutrients,pass,,Original,
1307.0,2025-04-29,B2S8,inrows,partial,herbicided grass need action for sure smart,Original,
1308.0,2025-04-29,B2S8,mowing,pass,,Original,
,2025-04-30,B2S2,Dead Plant,pass,Standards met,Sample,103.0
1363.0,2025-04-30,B2S4,inrows,pass,,Original,
1368.0,2025-04-30,B2S4,dead plants,pass,,Original,
1365.0,2025-04-30,B2S4,soil moisture,partial,,Original,
1366.0,2025-04-30,B2S4,leaf colour,pass,,Original,
1367.0,2025-04-30,B2S4,plant growth,pass,,Original,
1369.0,2025-04-30,B2S4,pruning,pass,,Original,
1370.0,2025-04-30,B2S4,staking,pass,,Original,
1372.0,2025-04-30,B2S4,pipes,pass,,Original,
1373.0,2025-04-30,B2S4,pipes,pass,,Original,
1364.0,2025-04-30,B2S4,soil nutrients,pass,,Original,
1374.0,2025-04-30,B2S4,drippers,pass,,Original,
1376.0,2025-04-30,B2S4,destumping,partial,inprogress,Original,
1377.0,2025-04-30,B2S4,inaccessibles,fail,requires action,Original,
1378.0,2025-04-30,B2S5,insect pests,pass,,Original,
1379.0,2025-04-30,B2S5,diseases,pass,,Original,
1380.0,2025-04-30,B2S5,basin weeds,pass,,Original,
1381.0,2025-04-30,B2S5,basin formation,pass,,Original,
1382.0,2025-04-30,B2S5,mowing,pass,,Original,
1375.0,2025-04-30,B2S4,health status,pass,,Original,
1362.0,2025-04-30,B2S4,mowing,pass,,Original,
1361.0,2025-04-30,B2S4,basin formation,pass,,Original,
1360.0,2025-04-30,B2S4,basin weeds,fail,,Original,
1342.0,2025-04-30,B2S3,basin weeds,pass,,Original,
1343.0,2025-04-30,B2S3,basin formation,pass,,Original,
1344.0,2025-04-30,B2S3,mowing,pass,inaccessibles inprogress,Original,
1345.0,2025-04-30,B2S3,inrows,pass,,Original,
1346.0,2025-04-30,B2S3,soil moisture,partial,,Original,
1347.0,2025-04-30,B2S3,soil nutrients,pass,,Original,
1348.0,2025-04-30,B2S3,leaf colour,pass,,Original,
1349.0,2025-04-30,B2S3,plant growth,pass,,Original,
1350.0,2025-04-30,B2S3,pruning,pass,,Original,
1351.0,2025-04-30,B2S3,staking,pass,,Original,
1352.0,2025-04-30,B2S3,pipes,pass,,Original,
1353.0,2025-04-30,B2S3,pipes,partial,,Original,
1354.0,2025-04-30,B2S3,drippers,pass,,Original,
1355.0,2025-04-30,B2S3,dead plants,pass,[1],Original,
1357.0,2025-04-30,B2S3,health status,pass,,Original,
1358.0,2025-04-30,B2S4,insect pests,pass,,Original,
1359.0,2025-04-30,B2S4,diseases,pass,,Original,
1383.0,2025-04-30,B2S5,inrows,pass,,Original,
1341.0,2025-04-30,B2S3,diseases,pass,,Original,
1384.0,2025-04-30,B2S5,soil nutrients,pass,,Original,
1386.0,2025-04-30,B2S5,plant growth,pass,,Original,
1385.0,2025-04-30,B2S5,leaf colour,pass,,Original,
1394.0,2025-04-30,B2S5,health status,pass,,Original,
1393.0,2025-04-30,B2S5,drippers,pass,,Original,
1392.0,2025-04-30,B2S5,pipes,pass,,Original,
1340.0,2025-04-30,B2S3,insect pests,pass,,Original,
1389.0,2025-04-30,B2S5,staking,pass,,Original,
1388.0,2025-04-30,B2S5,pruning,pass,,Original,
1391.0,2025-04-30,B2S5,pipes,pass,,Original,
1387.0,2025-04-30,B2S5,dead plants,pass,,Original,
,2025-05-01,B2S3,Disease,fail,Multiple infected plants,Sample,120.0
,2025-05-02,B1S2,fire guard,pass,Excellent performance - North section,Sample,146.0
,2025-05-02,B2S7,Soil,pass,Optimal soil health - East section,Sample,53.0
554.0,2025-05-02,B2S5,basin weeds,pass,,Original,
552.0,2025-05-02,B2S5,Insect pests,pass,,Original,
553.0,2025-05-02,B2S5,diseases,pass,,Original,
556.0,2025-05-02,B2S5,mowing,fail,,Original,
557.0,2025-05-02,B2S5,inaccessibles,fail,,Original,
558.0,2025-05-02,B2S5,moisture,fail,,Original,
559.0,2025-05-02,B2S5,dead plants,pass,,Original,
560.0,2025-05-02,B2S5,health status,pass,,Original,
561.0,2025-05-02,B2S7,Insect pests,fail,15 nymphals found on sheet [green veg bug ] and other pests,Original,
555.0,2025-05-02,B2S5,inrows,fail,,Original,
1777.0,2025-05-03,B2S1A,basin formation,pass,,Original,
1422.0,2025-05-03,B2S8,plant growth,pass,,Original,
1774.0,2025-05-03,B2S1A,insect pests,pass,only unhetched eggs of green vegetable bugs found,Original,
1775.0,2025-05-03,B2S1A,diseases,pass,1 plant affected with phythophthora root rot,Original,
1776.0,2025-05-03,B2S1A,basin weeds,pass,very clean,Original,
1778.0,2025-05-03,B2S1A,inrows,pass,,Original,
1785.0,2025-05-03,B2S1A,soil moisture,partial,,Original,
1780.0,2025-05-03,B2S1A,pruning,fail,to be actioned before main flowering,Original,
1781.0,2025-05-03,B2S1A,staking,pass,,Original,
1782.0,2025-05-03,B2S1A,leaf colour,pass,,Original,
1783.0,2025-05-03,B2S1A,plant growth,pass,,Original,
1784.0,2025-05-03,B2S1A,soil nutrients,pass,,Original,
1786.0,2025-05-03,B2S1A,dead plants,pass,,Original,
1787.0,2025-05-03,B2S1A,pipes,pass,,Original,
1789.0,2025-05-03,B2S1A,drippers,pass,,Original,
1790.0,2025-05-03,B2S1A,flowering,partial,,Original,
1791.0,2025-05-03,B2S1A,health status,pass,,Original,
1779.0,2025-05-03,B2S1A,mowing,pass,,Original,
1788.0,2025-05-03,B2S1A,pipes,pass,,Original,
1424.0,2025-05-03,B2S8,staking,pass,,Original,
1396.0,2025-05-03,B2S1A,diseases,pass,,Original,
1420.0,2025-05-03,B2S8,inrows,pass,,Original,
1419.0,2025-05-03,B2S8,soil nutrients,pass,,Original,
1418.0,2025-05-03,B2S8,soil moisture,pass,,Original,
1417.0,2025-05-03,B2S8,mowing,pass,,Original,
1416.0,2025-05-03,B2S8,basin formation,pass,,Original,
1415.0,2025-05-03,B2S8,basin weeds,partial,,Original,
1414.0,2025-05-03,B2S8,diseases,partial,,Original,
1413.0,2025-05-03,B2S8,insect pests,pass,,Original,
,2025-05-03,B2S1B,nutdrop,pass,Healthy growth observed,Sample,11.0
,2025-05-03,B1S2,plant growth,pass,Good condition maintained,Sample,166.0
,2025-05-03,B2S2,Harvest,pass,Excellent performance,Sample,193.0
1412.0,2025-05-03,B2S1A,health status,pass,,Original,
1395.0,2025-05-03,B2S1A,insect pests,fail,1 green vegetable bug and its nymphals [5] found,Original,
1410.0,2025-05-03,B2S1A,drippers,pass,,Original,
1408.0,2025-05-03,B2S1A,pipes,pass,,Original,
1407.0,2025-05-03,B2S1A,dead plants,pass,,Original,
1406.0,2025-05-03,B2S1A,staking,pass,,Original,
1405.0,2025-05-03,B2S1A,pruning,pass,’,Original,
1404.0,2025-05-03,B2S1A,plant growth,pass,,Original,
1403.0,2025-05-03,B2S1A,leaf colour,pass,,Original,
1402.0,2025-05-03,B2S1A,inrows,partial,,Original,
1401.0,2025-05-03,B2S1A,soil nutrients,pass,,Original,
1400.0,2025-05-03,B2S1A,soil moisture,pass,,Original,
1399.0,2025-05-03,B2S1A,mowing,pass,,Original,
1398.0,2025-05-03,B2S1A,basin formation,pass,,Original,
1397.0,2025-05-03,B2S1A,basin weeds,partial,the herbicided weeds should be removed off for smart,Original,
1409.0,2025-05-03,B2S1A,pipes,pass,,Original,
1421.0,2025-05-03,B2S8,leaf colour,pass,,Original,
1423.0,2025-05-03,B2S8,pruning,pass,,Original,
1427.0,2025-05-03,B2S8,pipes,partial,,Original,
1425.0,2025-05-03,B2S8,dead plants,pass,,Original,
1426.0,2025-05-03,B2S8,pipes,pass,,Original,
1428.0,2025-05-03,B2S8,drippers,pass,,Original,
1430.0,2025-05-03,B2S8,health status,pass,,Original,
,2025-05-06,B2S7,bud break,pass,No issues detected,Sample,119.0
,2025-05-06,B2S6,pruning,pass,All systems operating normally,Sample,52.0
,2025-05-06,B2S5,soil moisture,pass,No intervention needed - 4 plants affected,Sample,173.0
,2025-05-09,B1S2,Damage,pass,Good condition maintained,Sample,26.0
,2025-05-09,B2S4,insect pests,pass,Optimal conditions,Sample,167.0
,2025-05-10,B2S8,nutdrop,partial,Requires monitoring,Sample,35.0
,2025-05-10,B2S8,fire guard,pass,Excellent performance - 4 plants affected,Sample,117.0
,2025-05-10,B1S2,flowering,pass,Healthy growth observed,Sample,124.0
,2025-05-10,B2S4,inrows,partial,Mixed results observed - 6 plants affected,Sample,170.0
,2025-05-11,B2S6,nutsetting,fail,Intervention needed,Sample,118.0
,2025-05-11,B2S1B,fire guard,partial,Moderate condition,Sample,98.0
,2025-05-12,B2S1A,Soil Moisture,pass,All systems operating normally,Sample,107.0
1498.0,2025-05-15,B2S5,drippers,pass,,Original,
1502.0,2025-05-15,B2S3,diseases,partial,fussarium branch blight at the lower elevation,Original,
1500.0,2025-05-15,B2S5,health status,partial,,Original,
1501.0,2025-05-15,B2S3,insect pests,partial,2 nymphal stink bugs,Original,
1497.0,2025-05-15,B2S5,pipes,pass,,Original,
1499.0,2025-05-15,B2S5,dead plants,pass,,Original,
1496.0,2025-05-15,B2S5,pipes,pass,,Original,
1490.0,2025-05-15,B2S5,soil moisture,pass,,Original,
1494.0,2025-05-15,B2S5,pruning,fail,,Original,
1492.0,2025-05-15,B2S5,soil nutrients,partial,compost application is required,Original,
1491.0,2025-05-15,B2S5,leaf colour,partial,browining of leaf affected by fussarium,Original,
1489.0,2025-05-15,B2S5,inrows,partial,,Original,
1488.0,2025-05-15,B2S5,mowing,pass,,Original,
1503.0,2025-05-15,B2S3,basin weeds,pass,,Original,
1486.0,2025-05-15,B2S5,basin weeds,pass,suitable for manure application,Original,
1485.0,2025-05-15,B2S5,diseases,fail,fussarium blight caused by fussarium still boids and manultrition,Original,
1484.0,2025-05-15,B2S5,insect pests,partial,green vegetable bug nymphs,Original,
1495.0,2025-05-15,B2S5,staking,pass,,Original,
1487.0,2025-05-15,B2S5,basin formation,pass,,Original,
1493.0,2025-05-15,B2S5,plant growth,partial,nutrition should be supplimented,Original,
1504.0,2025-05-15,B2S3,basin formation,pass,,Original,
1516.0,2025-05-15,B2S3,dead plants,partial,,Original,
1515.0,2025-05-15,B2S3,drippers,pass,,Original,
1514.0,2025-05-15,B2S3,pipes,partial,,Original,
1513.0,2025-05-15,B2S3,pipes,pass,,Original,
1512.0,2025-05-15,B2S3,staking,pass,,Original,
1511.0,2025-05-15,B2S3,pruning,fail,,Original,
1510.0,2025-05-15,B2S3,plant growth,pass,,Original,
1509.0,2025-05-15,B2S3,soil nutrients,pass,,Original,
1517.0,2025-05-15,B2S3,health status,partial,fussarium branch blight,Original,
1505.0,2025-05-15,B2S3,mowing,pass,,Original,
1506.0,2025-05-15,B2S3,inrows,pass,,Original,
1507.0,2025-05-15,B2S3,soil moisture,pass,,Original,
1508.0,2025-05-15,B2S3,leaf colour,pass,,Original,
1531.0,2025-05-16,B2S4,pipes,pass,,Original,
1519.0,2025-05-16,B2S4,diseases,partial,fussarium branch blight,Original,
1520.0,2025-05-16,B2S4,basin weeds,fail,very dirty although pintoi was planted,Original,
1535.0,2025-05-16,B2S4,health status,partial,due to fussarium caused by food dehydration caused by weeds,Original,
1521.0,2025-05-16,B2S4,basin formation,pass,,Original,
1532.0,2025-05-16,B2S4,drippers,pass,,Original,
1534.0,2025-05-16,B2S4,inaccessibles,fail,,Original,
1533.0,2025-05-16,B2S4,dead plants,pass,,Original,
1522.0,2025-05-16,B2S4,mowing,fail,,Original,
1524.0,2025-05-16,B2S4,soil moisture,pass,,Original,
1518.0,2025-05-16,B2S4,insect pests,pass,,Original,
1525.0,2025-05-16,B2S4,leaf colour,partial,a calcium defficiency,Original,
,2025-05-16,B2S1B,Dead Plant,pass,Healthy growth observed,Sample,152.0
,2025-05-16,B2S6,soil moisture,fail,Requires immediate attention,Sample,68.0
1526.0,2025-05-16,B2S4,soil nutrients,partial,incompetition with weeds,Original,
1527.0,2025-05-16,B2S4,plant growth,partial,,Original,
1528.0,2025-05-16,B2S4,pruning,partial,,Original,
1523.0,2025-05-16,B2S4,inrows,partial,,Original,
1529.0,2025-05-16,B2S4,staking,pass,,Original,
1530.0,2025-05-16,B2S4,pipes,pass,,Original,
,2025-05-17,B2S1B,fire guard,partial,Some areas need attention,Sample,80.0
,2025-05-19,B2S7,health status,partial,Requires monitoring - 56% severity,Sample,140.0
1454.0,2025-05-20,B2S1B,mowing,fail,,Original,
1447.0,2025-05-20,B2S1A,health status,partial,fungicide should be used to prevent,Original,
1451.0,2025-05-20,B2S1B,basin weeds,partial,weeds regrowth,Original,
1450.0,2025-05-20,B2S1B,diseases,pass,few plants with wounds and trunk canker,Original,
1452.0,2025-05-20,B2S1B,basin formation,pass,,Original,
1449.0,2025-05-20,B2S1B,insect pests,pass,,Original,
1453.0,2025-05-20,B2S1B,inrows,pass,"on slashing ,not herbiciding",Original,
1437.0,2025-05-20,B2S1A,soil moisture,partial,,Original,
1445.0,2025-05-20,B2S1A,drippers,pass,,Original,
1444.0,2025-05-20,B2S1A,pipes,pass,,Original,
1443.0,2025-05-20,B2S1A,pipes,pass,,Original,
1442.0,2025-05-20,B2S1A,staking,pass,,Original,
1441.0,2025-05-20,B2S1A,pruning,pass,,Original,
1440.0,2025-05-20,B2S1A,plant growth,pass,,Original,
1439.0,2025-05-20,B2S1A,soil nutrients,pass,,Original,
1438.0,2025-05-20,B2S1A,leaf colour,pass,,Original,
1432.0,2025-05-20,B2S1A,diseases,partial,branch blight and phytophthora root rot disease on 3 plants,Original,
1436.0,2025-05-20,B2S1A,inrows,pass,,Original,
1435.0,2025-05-20,B2S1A,mowing,pass,,Original,
1434.0,2025-05-20,B2S1A,basin formation,pass,,Original,
1433.0,2025-05-20,B2S1A,basin weeds,pass,,Original,
1455.0,2025-05-20,B2S1B,soil moisture,partial,,Original,
1446.0,2025-05-20,B2S1A,dead plants,pass,,Original,
1456.0,2025-05-20,B2S1B,soil nutrients,pass,,Original,
1431.0,2025-05-20,B2S1A,insect pests,partial,felted coccid on nuts,Original,
1458.0,2025-05-20,B2S1B,plant growth,pass,,Original,
,2025-05-20,B2S8,Harvest,fail,Urgent action required - 25% area coverage,Sample,156.0
,2025-05-20,B2S1A,Damage,pass,All systems operating normally,Sample,130.0
1483.0,2025-05-20,B2S2,health status,partial,nutrients should be well balanced and also diseases prevention is now required,Original,
1482.0,2025-05-20,B2S2,staking,pass,,Original,
1481.0,2025-05-20,B2S2,pruning,pass,,Original,
1479.0,2025-05-20,B2S2,drippers,pass,,Original,
1478.0,2025-05-20,B2S2,pipes,partial,,Original,
1477.0,2025-05-20,B2S2,pipes,pass,,Original,
1476.0,2025-05-20,B2S2,leaf colour,partial,yellowish and brownish due to magnesium defficieny,Original,
1475.0,2025-05-20,B2S2,plant growth,pass,,Original,
1474.0,2025-05-20,B2S2,soil nutrients,partial,nitrogen defficiency on 4 plants,Original,
1473.0,2025-05-20,B2S2,soil moisture,partial,,Original,
1457.0,2025-05-20,B2S1B,leaf colour,pass,,Original,
1480.0,2025-05-20,B2S2,dead plants,pass,,Original,
1471.0,2025-05-20,B2S2,mowing,pass,,Original,
1459.0,2025-05-20,B2S1B,pipes,pass,,Original,
1460.0,2025-05-20,B2S1B,pipes,pass,,Original,
1461.0,2025-05-20,B2S1B,drippers,pass,,Original,
1462.0,2025-05-20,B2S1B,dead plants,pass,,Original,
1472.0,2025-05-20,B2S2,inrows,pass,,Original,
1464.0,2025-05-20,B2S1B,staking,pass,,Original,
1463.0,2025-05-20,B2S1B,pruning,pass,,Original,
1466.0,2025-05-20,B2S1B,flowering,partial,some plants start to flowering,Original,
1467.0,2025-05-20,B2S2,insect pests,partial,variegated stink bug nymph,Original,
1468.0,2025-05-20,B2S2,diseases,partial,fussarium branch blight on few young plants,Original,
1469.0,2025-05-20,B2S2,basin weeds,pass,weeds regrowth only,Original,
1470.0,2025-05-20,B2S2,basin formation,pass,,Original,
1465.0,2025-05-20,B2S1B,health status,pass,only few plant to be treated against trunk canker,Original,
1537.0,2025-05-21,B2S7,diseases,partial,"trunk canker on few plants ,wounds of harvesting damages",Original,
1536.0,2025-05-21,B2S7,insect pests,fail,"2 green vegetable bugs ,their nymphs and some eggs",Original,
1539.0,2025-05-21,B2S7,basin formation,pass,,Original,
1540.0,2025-05-21,B2S7,inrows,pass,,Original,
1568.0,2025-05-21,B2S6,pruning,fail,,Original,
1571.0,2025-05-21,B2S6,health status,partial,,Original,
1570.0,2025-05-21,B2S6,flowering,partial,,Original,
1569.0,2025-05-21,B2S6,staking,pass,,Original,
1567.0,2025-05-21,B2S6,dead plants,pass,1 big tree died from phytophthora root disease,Original,
1566.0,2025-05-21,B2S6,drippers,partial,,Original,
1565.0,2025-05-21,B2S6,pipes,pass,,Original,
1564.0,2025-05-21,B2S6,pipes,pass,,Original,
1563.0,2025-05-21,B2S6,leaf colour,pass,,Original,
1562.0,2025-05-21,B2S6,plant growth,pass,,Original,
1561.0,2025-05-21,B2S6,soil nutrients,pass,,Original,
1559.0,2025-05-21,B2S6,mowing,pass,,Original,
1558.0,2025-05-21,B2S6,inrows,pass,only 1 line which was skipped during herbiciding,Original,
1557.0,2025-05-21,B2S6,basin formation,pass,,Original,
1556.0,2025-05-21,B2S6,basin weeds,pass,,Original,
1555.0,2025-05-21,B2S6,diseases,partial,"phytophthora root rot ,and wounds of harvesting",Original,
1560.0,2025-05-21,B2S6,soil moisture,partial,,Original,
1553.0,2025-05-21,B2S7,health status,partial,due to trunk canker and branches wounds which need action,Original,
1542.0,2025-05-21,B2S7,soil moisture,fail,,Original,
1543.0,2025-05-21,B2S7,soil nutrients,pass,,Original,
1554.0,2025-05-21,B2S6,insect pests,fail,"2 coconut bug adults , black citrus aphids on new shoots , eggs",Original,
1544.0,2025-05-21,B2S7,leaf colour,pass,,Original,
1545.0,2025-05-21,B2S7,plant growth,pass,,Original,
1541.0,2025-05-21,B2S7,mowing,pass,,Original,
1538.0,2025-05-21,B2S7,basin weeds,pass,,Original,
1546.0,2025-05-21,B2S7,pipes,pass,,Original,
1548.0,2025-05-21,B2S7,drippers,pass,,Original,
1549.0,2025-05-21,B2S7,pruning,fail,,Original,
1550.0,2025-05-21,B2S7,staking,pass,,Original,
1551.0,2025-05-21,B2S7,dead plants,pass,,Original,
1552.0,2025-05-21,B2S7,flowering,partial,,Original,
1547.0,2025-05-21,B2S7,pipes,pass,,Original,
1591.0,2025-05-22,B1S1,health status,partial,due to root rot and wounds from harvest damages [branches],Original,
1590.0,2025-05-22,B1S1,remaining nuts,pass,very few,Original,
1592.0,2025-05-22,B1S2,insect pests,fail,2 green vegetable bug adults found and some eggs,Original,
1593.0,2025-05-22,B1S2,diseases,partial,heavy wounds resulting from harvest,Original,
1594.0,2025-05-22,B1S2,basin weeds,pass,,Original,
1599.0,2025-05-22,B1S2,soil nutrients,pass,,Original,
1596.0,2025-05-22,B1S2,mowing,pass,,Original,
1597.0,2025-05-22,B1S2,inrows,pass,,Original,
1598.0,2025-05-22,B1S2,soil moisture,partial,,Original,
1601.0,2025-05-22,B1S2,leaf colour,pass,,Original,
1589.0,2025-05-22,B1S1,dead plants,pass,,Original,
1595.0,2025-05-22,B1S2,basin formation,pass,,Original,
1588.0,2025-05-22,B1S1,leaf colour,pass,,Original,
1600.0,2025-05-22,B1S2,contours,fail,to be slashed,Original,
1586.0,2025-05-22,B1S1,flowering,partial,some of the plants start to flower,Original,
1585.0,2025-05-22,B1S1,soil nutrients,pass,,Original,
1584.0,2025-05-22,B1S1,soil moisture,partial,,Original,
1583.0,2025-05-22,B1S1,drippers,pass,,Original,
1582.0,2025-05-22,B1S1,pipes,pass,,Original,
1581.0,2025-05-22,B1S1,pipes,pass,,Original,
1580.0,2025-05-22,B1S1,staking,pass,,Original,
1579.0,2025-05-22,B1S1,pruning,fail,recommend prune before main flowering,Original,
1578.0,2025-05-22,B1S1,contours,fail,to be slashed,Original,
1577.0,2025-05-22,B1S1,mowing,pass,,Original,
1576.0,2025-05-22,B1S1,inrows,pass,,Original,
1602.0,2025-05-22,B1S2,plant growth,pass,,Original,
1575.0,2025-05-22,B1S1,basin formation,pass,,Original,
1574.0,2025-05-22,B1S1,basin weeds,pass,,Original,
1587.0,2025-05-22,B1S1,plant growth,pass,,Original,
1603.0,2025-05-22,B1S2,pruning,fail,should be actioned before main flowering,Original,
1572.0,2025-05-22,B1S1,insect pests,fail,some green vegetable bugs and latania scales to be controled immediately,Original,
1605.0,2025-05-22,B1S2,inaccessibles,fail,to be polished up by slashing,Original,
1604.0,2025-05-22,B1S2,staking,pass,,Original,
1573.0,2025-05-22,B1S1,diseases,partial,few plants affected with phytophthora root rot,Original,
,2025-05-22,B2S2,diseases,pass,Healthy plants,Sample,141.0
,2025-05-22,B2S6,pipes,pass,No intervention needed,Sample,18.0
1612.0,2025-05-22,B1S2,health status,partial,due to heavily damages from harvest,Original,
,2025-05-22,B2S5,Soil Moisture,pass,Excellent performance,Sample,128.0
1610.0,2025-05-22,B1S2,flowering,partial,,Original,
1609.0,2025-05-22,B1S2,dead plants,pass,,Original,
1608.0,2025-05-22,B1S2,drippers,pass,,Original,
1607.0,2025-05-22,B1S2,pipes,pass,,Original,
1606.0,2025-05-22,B1S2,pipes,pass,,Original,
1611.0,2025-05-22,B1S2,remaining nuts,pass,very few nuts found in the,Original,
,2025-05-24,B1S1,inaccessibles,pass,No issues detected,Sample,136.0
1626.0,2025-05-24,B2S8,pipes,partial,,Original,
1630.0,2025-05-24,B2S8,health status,partial,trunk canker need action,Original,
1629.0,2025-05-24,B2S8,remaining nuts,pass,,Original,
1628.0,2025-05-24,B2S8,flowering,partial,few plants start to flower,Original,
1627.0,2025-05-24,B2S8,drippers,pass,,Original,
1625.0,2025-05-24,B2S8,pipes,pass,,Original,
1620.0,2025-05-24,B2S8,soil nutrients,partial,magnesium and manganese toxicity to be well mantained,Original,
1623.0,2025-05-24,B2S8,pruning,fail,to be actioned soon before flowering,Original,
1622.0,2025-05-24,B2S8,plant growth,partial,,Original,
1621.0,2025-05-24,B2S8,leaf colour,partial,,Original,
1618.0,2025-05-24,B2S8,inrows,pass,herbicided and slashing was done,Original,
1617.0,2025-05-24,B2S8,mowing,partial,grass recovering up,Original,
1616.0,2025-05-24,B2S8,basin formation,pass,,Original,
1615.0,2025-05-24,B2S8,basin weeds,partial,the herbicided grass should removed off for sure smart,Original,
1614.0,2025-05-24,B2S8,diseases,partial,trunk canker and magnesium defficiency including manganese toxicity,Original,
1613.0,2025-05-24,B2S8,insect pests,fail,latania scales on leaves,Original,
1624.0,2025-05-24,B2S8,staking,pass,,Original,
1619.0,2025-05-24,B2S8,soil moisture,pass,,Original,
,2025-05-25,B2S5,health status,pass,No intervention needed - 71% severity,Sample,74.0
,2025-05-26,B2S1B,Weather,partial,Mixed conditions,Sample,75.0
,2025-05-26,B2S5,Dead Plant,partial,Partial completion,Sample,134.0
,2025-05-26,B2S3,drippers,pass,No issues detected,Sample,168.0
1632.0,2025-05-27,B2S5,diseases,partial,phythophthora root rot lead to the death of big trees,Original,
1653.0,2025-05-27,B2S3,inrows,pass,grass recoveries,Original,
1654.0,2025-05-27,B2S3,mowing,pass,,Original,
1655.0,2025-05-27,B2S3,soil moisture,partial,,Original,
1656.0,2025-05-27,B2S3,leaf colour,pass,,Original,
1657.0,2025-05-27,B2S3,plant growth,pass,,Original,
1658.0,2025-05-27,B2S3,pruning,fail,to be actioned soon before main flowering,Original,
1660.0,2025-05-27,B2S3,pipes,pass,,Original,
1652.0,2025-05-27,B2S3,basin formation,pass,,Original,
1661.0,2025-05-27,B2S3,pipes,partial,,Original,
1662.0,2025-05-27,B2S3,drippers,pass,,Original,
1663.0,2025-05-27,B2S3,dead plants,partial,,Original,
1664.0,2025-05-27,B2S3,flowering,partial,,Original,
1659.0,2025-05-27,B2S3,staking,pass,,Original,
1651.0,2025-05-27,B2S3,basin weeds,pass,weeds regrowth only,Original,
1650.0,2025-05-27,B2S3,diseases,partial,fussarium branch blight on few plants,Original,
1649.0,2025-05-27,B2S3,insect pests,partial,black citrus Aphids on new shoots,Original,
1633.0,2025-05-27,B2S5,basin weeds,partial,weeds regrowth,Original,
1634.0,2025-05-27,B2S5,basin formation,pass,,Original,
1635.0,2025-05-27,B2S5,inrows,fail,to be slashed,Original,
1636.0,2025-05-27,B2S5,mowing,pass,,Original,
1637.0,2025-05-27,B2S5,soil moisture,partial,,Original,
1638.0,2025-05-27,B2S5,soil nutrients,partial,compost manure is required for nutritional acts,Original,
1639.0,2025-05-27,B2S5,plant growth,pass,,Original,
1631.0,2025-05-27,B2S5,insect pests,partial,black citrus Aphids and felted coccid on leaves,Original,
1640.0,2025-05-27,B2S5,leaf colour,pass,,Original,
1642.0,2025-05-27,B2S5,staking,pass,1plant need action,Original,
1643.0,2025-05-27,B2S5,dead plants,partial,,Original,
1644.0,2025-05-27,B2S5,pipes,pass,,Original,
1645.0,2025-05-27,B2S5,pipes,pass,,Original,
1646.0,2025-05-27,B2S5,drippers,pass,,Original,
1647.0,2025-05-27,B2S5,flowering,partial,flowers starts,Original,
1648.0,2025-05-27,B2S5,health status,partial,soil nutrients and diseases should be well monitored for plant health,Original,
