1,date,section,metric,condition,notes
1703,28/05/2025,B2S1A,insect pests,pass,
1704,28/05/2025,B2S1A,diseases,pass,
1705,28/05/2025,B2S1A,basin weeds,pass,
1706,28/05/2025,B2S1A,basin formation,pass,
1707,28/05/2025,B2S1A,mowing,pass,
1708,28/05/2025,B2S1A,inrows,pass,
1709,28/05/2025,B2S1A,soil moisture,fail,
1710,28/05/2025,B2S1A,leaf colour,pass,
1711,28/05/2025,B2S1A,plant growth,pass,
1712,28/05/2025,B2S1A,pruning,fail,
1713,28/05/2025,B2S1A,dead plants,pass,
1714,28/05/2025,B2S1A,soil nutrients,pass,
1715,28/05/2025,B2S1A,pipes,pass,
1716,28/05/2025,B2S1A,pipes,pass,
1717,28/05/2025,B2S1A,drippers,pass,
1718,28/05/2025,B2S1A,flowering,partial,
1719,28/05/2025,B2S1A,health status,pass,
1720,28/05/2025,B2S1B,insect pests,partial,felted coccid on leaves
1721,28/05/2025,B2S1B,diseases,pass,
1722,28/05/2025,B2S1B,basin weeds,partial,inprogress
1723,28/05/2025,B2S1B,basin formation,pass,
1724,28/05/2025,B2S1B,inrows,pass,
1725,28/05/2025,B2S1B,mowing,fail,
1726,28/05/2025,B2S1B,soil moisture,fail,
1727,28/05/2025,B2S1B,leaf colour,pass,
1728,28/05/2025,B2S1B,plant growth,pass,
1729,28/05/2025,B2S1B,soil nutrients,pass,
1730,28/05/2025,B2S1B,pruning,fail,
1731,28/05/2025,B2S1B,staking,pass,
1732,28/05/2025,B2S1B,pipes,pass,
1733,28/05/2025,B2S1B,pipes,pass,
1734,28/05/2025,B2S1B,drippers,pass,
1735,28/05/2025,B2S1B,dead plants,pass,
1736,28/05/2025,B2S1B,health status,pass,
1737,30/05/2025,B2S8,insect pests,fail,some green vegetable bugs found and felted coccid on leaves
1738,30/05/2025,B2S8,diseases,partial,trunk canker on few plants
1739,30/05/2025,B2S8,basin weeds,pass,
1740,30/05/2025,B2S8,basin formation,pass,
1741,30/05/2025,B2S8,inrows,pass,
1742,30/05/2025,B2S8,mowing,pass,
1743,30/05/2025,B2S8,pruning,partial,inprogress
1744,30/05/2025,B2S8,staking,pass,
1745,30/05/2025,B2S8,plant growth,partial,
1746,30/05/2025,B2S8,staking,pass,
1747,30/05/2025,B2S8,leaf colour,partial,most of the plants at west side have pale yellow leaves
1748,30/05/2025,B2S8,pipes,pass,
1749,30/05/2025,B2S8,pipes,partial,
1750,30/05/2025,B2S8,drippers,pass,
1751,30/05/2025,B2S8,flowering,partial,
1752,30/05/2025,B2S8,dead plants,partial,2plants
1753,30/05/2025,B2S8,health status,partial,diseases and nutritional of  should be well monitored for plant health
1754,30/05/2025,B2S7,insect pests,fail,green vegetable bugs [4] and some eggs
1755,30/05/2025,B2S7,diseases,partial,trunk canker requires action
1756,30/05/2025,B2S7,basin weeds,pass,
1757,30/05/2025,B2S7,basin formation,pass,
1758,30/05/2025,B2S7,inrows,pass,
1759,30/05/2025,B2S7,mowing,pass,
1760,30/05/2025,B2S7,pruning,fail,to be actioned before main flowering
1761,30/05/2025,B2S7,staking,pass,
1762,30/05/2025,B2S7,pipes,pass,
1763,30/05/2025,B2S7,pipes,pass,
1764,30/05/2025,B2S7,drippers,pass,
1765,30/05/2025,B2S7,leaf colour,pass,
1766,30/05/2025,B2S7,soil nutrients,pass,
1767,30/05/2025,B2S7,soil moisture,pass,
1768,30/05/2025,B2S7,flowering,partial,
1769,30/05/2025,B2S7,dead plants,pass,
1770,30/05/2025,B2S7,health status,partial,a curative fungicides should be applied well
1771,31/05/2025,B2S6,insect pests,fail,"3 green vegetable bugs adults and their 2 nymphals found, latania scales on leaves"
1772,02/06/2025,B2S7,insect pests,fail,"green vegetable bugs 4 adults ,2 nymhals ,eggs"
1773,02/03/2025,B2S8,insect pests,fail,2 green vegetable bugs
1774,03/05/2025,B2S1A,insect pests,pass,only unhetched eggs of green vegetable bugs found
1775,03/05/2025,B2S1A,diseases,pass,1 plant affected with phythophthora root rot
1776,03/05/2025,B2S1A,basin weeds,pass,very clean
1777,03/05/2025,B2S1A,basin formation,pass,
1778,03/05/2025,B2S1A,inrows,pass,
1779,03/05/2025,B2S1A,mowing,pass,
1780,03/05/2025,B2S1A,pruning,fail,to be actioned before main flowering
1781,03/05/2025,B2S1A,staking,pass,
1782,03/05/2025,B2S1A,leaf colour,pass,
1783,03/05/2025,B2S1A,plant growth,pass,
1784,03/05/2025,B2S1A,soil nutrients,pass,
1785,03/05/2025,B2S1A,soil moisture,partial,
1786,03/05/2025,B2S1A,dead plants,pass,
1787,03/05/2025,B2S1A,pipes,pass,
1788,03/05/2025,B2S1A,pipes,pass,
1789,03/05/2025,B2S1A,drippers,pass,
1790,03/05/2025,B2S1A,flowering,partial,
1791,03/05/2025,B2S1A,health status,pass,
1792,03/06/2025,B2S1B,insect pests,pass,
1793,03/06/2025,B2S1B,diseases,pass,
1794,03/06/2025,B2S1B,basin weeds,pass,
1795,03/06/2025,B2S1B,basin formation,pass,
1796,03/06/2025,B2S1B,inrows,partial,
1797,03/06/2025,B2S1B,mowing,fail,
1798,03/06/2025,B2S1B,pruning,fail,
1799,03/06/2025,B2S1B,leaf colour,pass,
1800,03/06/2025,B2S1B,plant growth,pass,
1801,03/06/2025,B2S1B,soil nutrients,pass,
1802,03/06/2025,B2S1B,soil moisture,fail,
1803,03/06/2025,B2S1B,dead plants,pass,
1804,03/06/2025,B2S1B,pipes,pass,
1805,03/06/2025,B2S1B,pipes,pass,
1806,03/06/2025,B2S1B,drippers,pass,
1807,03/06/2025,B2S1B,flowering,partial,
1808,03/06/2025,B2S1B,health status,pass,
1809,04/06/2025,B2S3,insect pests,pass,
1810,04/06/2025,B2S3,diseases,partial,branch blight on few plants
1811,04/06/2025,B2S3,basin weeds,pass,weeds regrowth
1812,04/06/2025,B2S3,basin formation,pass,
1813,04/06/2025,B2S3,inrows,fail,
1814,04/06/2025,B2S3,mowing,pass,
1815,04/06/2025,B2S3,soil moisture,fail,
1816,04/06/2025,B2S3,pruning,fail,to be actioned before main flowering
1817,04/06/2025,B2S3,staking,pass,
1818,04/06/2025,B2S3,leaf colour,pass,
1819,04/06/2025,B2S3,plant growth,pass,
1820,04/06/2025,B2S3,soil nutrients,pass,
1821,04/06/2025,B2S3,dead plants,partial,3plants
1822,04/06/2025,B2S3,pipes,pass,
1823,04/06/2025,B2S3,pipes,partial,
1824,04/06/2025,B2S3,drippers,pass,
1825,04/06/2025,B2S3,flowering,partial,
1826,04/06/2025,B2S3,health status,partial,
1827,04/06/2025,B2S2,insect pests,pass,
1828,04/06/2025,B2S2,diseases,partial,branch blight and stem canker on 6 plants
1829,04/06/2025,B2S2,basin weeds,pass,
1830,04/06/2025,B2S2,inrows,partial,
1831,04/06/2025,B2S2,basin formation,pass,
1832,04/06/2025,B2S2,mowing,pass,
1833,04/06/2025,B2S2,soil moisture,fail,
1834,04/06/2025,B2S2,pruning,fail,to be pruned before main flowering starts
1835,04/06/2025,B2S2,staking,pass,1 plant need support
1836,04/06/2025,B2S2,leaf colour,partial,
1837,04/06/2025,B2S2,plant growth,partial,
1838,04/06/2025,B2S2,soil nutrients,partial,
1839,04/06/2025,B2S2,dead plants,partial,
1840,04/06/2025,B2S2,pipes,pass,
1841,04/06/2025,B2S2,pipes,partial,
1842,04/06/2025,B2S2,drippers,pass,
1843,04/06/2025,B2S2,flowering,partial,
1844,04/06/2025,B2S2,health status,partial,fungicides is highly required for b2s2
1845,05/06/2025,B2S5,insect pests,fail,green vegetable bugs [2] found on line 17 .
1846,05/06/2025,B2S5,diseases,partial,phythophthora root rot
1847,05/06/2025,B2S5,basin weeds,pass,weeds regrowth
1848,05/06/2025,B2S5,basin formation,pass,
1849,05/06/2025,B2S5,inrows,partial,grass recoveries
1850,05/06/2025,B2S5,mowing,pass,extention is a fail which requires action
1851,05/06/2025,B2S5,soil moisture,fail,dry basins only
1852,05/06/2025,B2S5,soil nutrients,partial,compost manure will help in nutrients for
1853,05/06/2025,B2S5,leaf colour,pass,
1854,05/06/2025,B2S5,plant growth,pass,
1855,05/06/2025,B2S5,pruning,pass,
1856,05/06/2025,B2S5,staking,pass,
1857,05/06/2025,B2S5,pipes,pass,
1858,05/06/2025,B2S5,pipes,pass,
1859,05/06/2025,B2S5,drippers,pass,
1860,05/06/2025,B2S5,dead plants,partial,
1861,05/06/2025,B2S5,flowering,partial,
1862,05/06/2025,B2S5,health status,partial,
1863,05/06/2025,B2S4,insect pests,pass,
1864,05/06/2025,B2S4,diseases,pass,
1865,05/06/2025,B2S4,basin weeds,pass,
1866,05/06/2025,B2S4,basin formation,pass,
1867,05/06/2025,B2S4,inrows,pass,
1868,05/06/2025,B2S4,mowing,pass,
1869,05/06/2025,B2S4,soil moisture,fail,
1870,05/06/2025,B2S4,soil nutrients,pass,
1871,05/06/2025,B2S4,leaf colour,pass,
1872,05/06/2025,B2S4,plant growth,pass,
1873,05/06/2025,B2S4,pruning,partial,
1874,05/06/2025,B2S4,staking,pass,
1875,05/06/2025,B2S4,pipes,pass,
1876,05/06/2025,B2S4,pipes,pass,
1877,05/06/2025,B2S4,drippers,pass,
1878,05/06/2025,B2S4,dead plants,pass,[1]
1879,05/06/2025,B2S4,flowering,fail,
1880,05/06/2025,B2S4,health status,pass,
1881,09/06/2025,B1S1,insect pests,pass,some eggs of green vegetable bugs found in numbers
1882,09/06/2025,B1S1,diseases,pass,[1] plant extremely yellowish due to stem canker
1883,09/06/2025,B1S1,basin weeds,pass,
1884,09/06/2025,B1S1,basin formation,pass,
1885,09/06/2025,B1S1,inrows,partial,black jack requires action
1886,09/06/2025,B1S1,mowing,pass,
1887,09/06/2025,B1S1,soil moisture,fail,
1888,09/06/2025,B1S1,soil nutrients,pass,
1889,09/06/2025,B1S1,leaf colour,pass,
1890,09/06/2025,B1S1,plant growth,pass,
1891,09/06/2025,B1S1,pruning,partial,incomplete
1892,09/06/2025,B1S1,staking,pass,
1893,09/06/2025,B1S1,pipes,pass,
1894,09/06/2025,B1S1,pipes,pass,
1895,09/06/2025,B1S1,drippers,pass,
1896,09/06/2025,B1S1,dead plants,pass,
1897,09/06/2025,B1S1,flowering,partial,
1898,09/06/2025,B1S1,contours,fail,
1900,09/06/2025,B1S1,health status,pass,
1901,09/06/2025,B1S2,insect pests,pass,only few eggs of green vegetabla bug found
1902,09/06/2025,B1S2,diseases,pass,
1903,09/06/2025,B1S2,basin weeds,pass,
1904,09/06/2025,B1S2,basin formation,pass,
1905,09/06/2025,B1S2,inrows,partial,black jack recoveries
1906,09/06/2025,B1S2,mowing,partial,grass recoveries
1907,09/06/2025,B1S2,pruning,pass,
1908,09/06/2025,B1S2,staking,pass,
1909,09/06/2025,B1S2,contours,fail,to be slashed
1910,09/06/2025,B1S2,soil moisture,fail,irrigation is highly required
1911,09/06/2025,B1S2,soil nutrients,pass,
1912,09/06/2025,B1S2,leaf colour,pass,
1913,09/06/2025,B1S2,plant growth,pass,
1914,09/06/2025,B1S2,pipes,pass,
1915,09/06/2025,B1S2,pipes,pass,
1916,09/06/2025,B1S2,drippers,pass,
1917,09/06/2025,B1S2,dead plants,pass,
1918,09/06/2025,B1S2,health status,pass,
1919,11/06/2025,B2S7,insect pests,fail,some green vegetable bugs found [6] adults and 2 nymphals
1920,11/06/2025,B2S7,diseases,pass,
1921,11/06/2025,B2S7,basin weeds,pass,
1922,11/06/2025,B2S7,basin formation,pass,
1923,11/06/2025,B2S7,inrows,pass,grass regrowth
1924,11/06/2025,B2S7,mowing,pass,
1925,11/06/2025,B2S7,pruning,partial,incomplete
1926,11/06/2025,B2S7,staking,pass,
1927,11/06/2025,B2S7,soil moisture,fail,to be irrigated
1928,11/06/2025,B2S7,soil nutrients,pass,
1929,11/06/2025,B2S7,plant growth,pass,
1930,11/06/2025,B2S7,leaf colour,pass,
1931,11/06/2025,B2S7,pipes,pass,
1932,11/06/2025,B2S7,pipes,pass,
1933,11/06/2025,B2S7,drippers,pass,
1934,11/06/2025,B2S7,flowering,partial,
1935,11/06/2025,B2S7,health status,pass,
1936,12/06/2025,B2S1A,insect pests,pass,
1937,12/06/2025,B2S1A,diseases,pass,
1938,12/06/2025,B2S1A,basin weeds,pass,
1939,12/06/2025,B2S1A,basin formation,pass,
1940,12/06/2025,B2S1A,inrows,pass,
1941,12/06/2025,B2S1A,mowing,pass,
1942,12/06/2025,B2S1A,pruning,fail,to be actioned before main flowering
1943,12/06/2025,B2S1A,staking,pass,
1944,12/06/2025,B2S1A,leaf colour,pass,
1945,12/06/2025,B2S1A,soil nutrients,pass,
1946,12/06/2025,B2S1A,soil moisture,partial,due to showers of night
1947,12/06/2025,B2S1A,plant growth,pass,
1948,12/06/2025,B2S1A,pipes,pass,
1949,12/06/2025,B2S1A,pipes,pass,
1950,12/06/2025,B2S1A,drippers,pass,
1951,12/06/2025,B2S1A,flowering,pass,
1952,12/06/2025,B2S1B,insect pests,pass,
1953,12/06/2025,B2S1B,diseases,pass,
1954,12/06/2025,B2S1B,basin weeds,pass,
1955,12/06/2025,B2S1B,basin formation,pass,
1956,12/06/2025,B2S1B,inrows,pass,
1957,12/06/2025,B2S1B,mowing,partial,inprogress
1958,12/06/2025,B2S1B,pruning,fail,
1959,12/06/2025,B2S1B,staking,pass,
1960,12/06/2025,B2S1B,soil moisture,partial,
1961,12/06/2025,B2S1B,plant growth,pass,
1962,12/06/2025,B2S1B,leaf colour,pass,
1963,12/06/2025,B2S1B,soil nutrients,pass,
1964,12/06/2025,B2S1B,pipes,pass,
1965,12/06/2025,B2S1B,pipes,pass,
1966,12/06/2025,B2S1B,drippers,pass,
1967,12/06/2025,B2S1B,dead plants,pass,
1968,12/06/2025,B2S1B,flowering,partial,
1969,12/06/2025,B2S1B,health status,pass,
1970,12/06/2025,B2S1B,fire guard,partial,inside was slashed but outside the fence is a fail
1971,12/06/2025,B2S8,Insect pests,fail,1 green vegetable bug 3 nyphs at first instar stage
1972,12/06/2025,B2S8,diseases,partial,stem canker to be controlled
1973,12/06/2025,B2S8,basin weeds,pass,
1974,12/06/2025,B2S8,basin formation,pass,
1975,12/06/2025,B2S8,inrows,pass,
1976,12/06/2025,B2S8,mowing,pass,
1977,12/06/2025,B2S8,soil moisture,partial,due to showers of night
1978,12/06/2025,B2S8,plant growth,partial,
1979,12/06/2025,B2S8,leaf colour,partial,
1980,12/06/2025,B2S8,dead plants,partial,
1981,12/06/2025,B2S8,pipes,pass,
1982,12/06/2025,B2S8,pipes,pass,
1983,12/06/2025,B2S8,drippers,pass,
1984,12/06/2025,B2S8,fire guard,fail,to be actioned before hot wethers
1985,12/06/2025,B2S8,health status,partial,stem canker to be controlled
1986,12/06/2025,B2S8,flowering,partial,
1987,12/06/2025,B2S8,pruning,partial,incomplete field
1988,13/06/2025,B2S2,insect pests,pass,
1989,13/06/2025,B2S2,diseases,partial,
1990,13/06/2025,B2S2,basin weeds,pass,
1991,13/06/2025,B2S2,basin formation,pass,
1992,13/06/2025,B2S2,inrows,pass,shrubs regrowth
1993,13/06/2025,B2S2,mowing,pass,
1994,13/06/2025,B2S2,pruning,partial,
1995,13/06/2025,B2S2,staking,pass,
1996,13/06/2025,B2S2,soil nutrients,partial,yellowish of some plants
1997,13/06/2025,B2S2,leaf colour,partial,
1998,13/06/2025,B2S2,plant growth,partial,
1999,13/06/2025,B2S2,soil moisture,pass,
2000,13/06/2025,B2S2,dead plants,pass,
2001,13/06/2025,B2S2,pipes,pass,
2002,13/06/2025,B2S2,pipes,pass,
2003,13/06/2025,B2S2,drippers,pass,
2004,13/06/2025,B2S2,flowering,partial,
2005,13/06/2025,B2S2,fire guard,pass,
2006,13/06/2025,B2S2,health status,partial,
2007,13/06/2025,B2S3,insect pests,pass,
2008,13/06/2025,B2S3,diseases,pass,
2009,13/06/2025,B2S3,basin weeds,partial,weeds regrowth
2010,13/06/2025,B2S3,basin formation,pass,
2011,13/06/2025,B2S3,inrows,pass,
2012,13/06/2025,B2S3,mowing,pass,inaccessibles fail
2013,13/06/2025,B2S3,pruning,fail,
2014,13/06/2025,B2S3,staking,pass,
2015,13/06/2025,B2S3,leaf colour,pass,
2016,13/06/2025,B2S3,plant growth,pass,
2017,13/06/2025,B2S3,soil nutrients,partial,compost manure is inprogress
2018,13/06/2025,B2S3,pipes,pass,
2019,13/06/2025,B2S3,pipes,pass,
2020,13/06/2025,B2S3,drippers,pass,
2021,13/06/2025,B2S3,fire guard,fail,
2022,13/06/2025,B2S3,health status,pass,
2023,13/06/2025,B2S4,insect pests,pass,
2024,13/06/2025,B2S4,diseases,pass,
2025,13/06/2025,B2S4,basin weeds,pass,
2026,13/06/2025,B2S4,inrows,pass,
2027,13/06/2025,B2S4,mowing,pass,
2028,13/06/2025,B2S4,basin formation,pass,
2029,13/06/2025,B2S4,pruning,partial,
2030,13/06/2025,B2S4,staking,pass,
2031,13/06/2025,B2S4,leaf colour,pass,
2032,13/06/2025,B2S4,plant growth,pass,
2033,13/06/2025,B2S4,soil nutrients,pass,
2034,13/06/2025,B2S4,pipes,pass,
2035,13/06/2025,B2S4,pipes,pass,
2036,13/06/2025,B2S4,drippers,pass,
2037,13/06/2025,B2S4,fire guard,pass,
2038,13/06/2025,B2S4,soil moisture,partial,
2039,13/06/2025,B2S4,health status,pass,
2040,14/06/2025,B2S5,insect pests,pass,
2041,14/06/2025,B2S5,diseases,pass,
2042,14/06/2025,B2S5,basin weeds,pass,
2043,14/06/2025,B2S5,inrows,partial,grass recoveries
2044,14/06/2025,B2S5,mowing,partial,grass recoveries and shrubs at extention
2045,14/06/2025,B2S5,basin formation,pass,
2046,14/06/2025,B2S5,pruning,pass,
2047,14/06/2025,B2S5,staking,pass,
2048,14/06/2025,B2S5,plant growth,pass,
2049,14/06/2025,B2S5,leaf colour,pass,
2050,14/06/2025,B2S5,soil nutrients,partial,compost manure is required
2051,14/06/2025,B2S5,soil moisture,partial,due to irrigation tank
2052,14/06/2025,B2S5,pipes,pass,
2053,14/06/2025,B2S5,pipes,pass,
2054,14/06/2025,B2S5,drippers,pass,
2055,14/06/2025,B2S5,fire guard,fail,"to be actioned before August , amonth of fire out breaks"
2056,14/06/2025,B2S5,health status,pass,
2057,17/06/2025,B1S1,insect pests,fail,"2 green vegetable bugs adults and unhetched eggs ,black citrus aphids on few flowers ,felted coccid on leaves"
2058,17/06/2025,B1S1,diseases,pass,
2059,17/06/2025,B1S1,basin weeds,pass,
2060,17/06/2025,B1S1,basin formation,pass,
2061,17/06/2025,B1S1,inrows,partial,black jack need action
2062,17/06/2025,B1S1,mowing,pass,
2063,17/06/2025,B1S1,pruning,pass,early fowers are start
2064,17/06/2025,B1S1,staking,pass,
2065,17/06/2025,B1S1,plant growth,pass,
2066,17/06/2025,B1S1,leaf colour,pass,
2067,17/06/2025,B1S1,soil nutrients,pass,
2068,17/06/2025,B1S1,soil moisture,partial,
2069,17/06/2025,B1S1,pipes,pass,
2070,17/06/2025,B1S1,pipes,pass,
2071,17/06/2025,B1S1,drippers,pass,
2072,17/06/2025,B1S1,fire guard,fail,
2073,17/06/2025,B1S1,dead plants,pass,
2074,17/06/2025,B1S1,health status,pass,
2075,17/06/2025,B1S1,contours,fail,
2076,18/06/2025,B2S7,insect pests,fail,2 green vegetable bugs and their unhetched eggs
2077,18/06/2025,B2S7,diseases,pass,
2078,18/06/2025,B2S7,basin weeds,pass,
2079,18/06/2025,B2S7,basin formation,pass,
2080,18/06/2025,B2S7,inrows,pass,
2081,18/06/2025,B2S7,pruning,pass,
2082,18/06/2025,B2S7,staking,pass,[1]
2083,18/06/2025,B2S7,plant growth,pass,
2084,18/06/2025,B2S7,leaf colour,pass,
2085,18/06/2025,B2S7,soil nutrients,pass,
2086,18/06/2025,B2S7,soil moisture,fail,irrigation cycles should continues
2087,18/06/2025,B2S7,pipes,pass,
2088,18/06/2025,B2S7,pipes,pass,
2089,18/06/2025,B2S7,drippers,pass,
2090,18/06/2025,B2S7,fire guard,pass,
2091,18/06/2025,B2S7,dead plants,pass,
2092,18/06/2025,B2S7,flowering,partial,
2093,18/06/2025,B2S7,health status,pass,
2094,18/06/2025,B1S2,insect pests,fail,1green vegetables bug found
2095,18/06/2025,B1S2,diseases,pass,
2096,18/06/2025,B1S2,basin weeds,pass,
2097,18/06/2025,B1S2,basin formation,pass,
2098,18/06/2025,B1S2,inrows,partial,
2099,18/06/2025,B1S2,mowing,pass,
2100,18/06/2025,B1S2,soil moisture,fail,to be irrigated
2101,18/06/2025,B1S2,soil nutrients,pass,
2102,18/06/2025,B1S2,plant growth,pass,
2103,18/06/2025,B1S2,leaf colour,pass,
2104,18/06/2025,B1S2,pruning,pass,
2105,18/06/2025,B1S2,staking,pass,
2106,18/06/2025,B1S2,fire guard,fail,
2107,18/06/2025,B1S2,pipes,pass,
2108,18/06/2025,B1S2,pipes,pass,
2109,18/06/2025,B1S2,drippers,pass,
2110,18/06/2025,B1S2,dead plants,pass,
2111,18/06/2025,B1S2,flowering,partial,few early flowers
2112,18/06/2025,B1S2,health status,pass,
2113,19/06/2025,B2S6,Insect pests,fail,3green vegetable bug adults found
2114,19/06/2025,B2S6,diseases,partial,
2115,19/06/2025,B2S6,basin weeds,pass,
2116,19/06/2025,B2S6,basin formation,pass,
2117,19/06/2025,B2S6,inrows,pass,
2118,19/06/2025,B2S6,mowing,pass,
2119,19/06/2025,B2S6,soil moisture,fail,to be irrigated
2120,19/06/2025,B2S6,soil nutrients,partial,
2121,19/06/2025,B2S6,leaf colour,pass,
2122,19/06/2025,B2S6,plant growth,pass,
2123,19/06/2025,B2S6,pruning,partial,
2124,19/06/2025,B2S6,staking,pass,
2125,19/06/2025,B2S6,fire guard,fail,
2126,19/06/2025,B2S6,pipes,pass,
2127,19/06/2025,B2S6,pipes,pass,
2128,19/06/2025,B2S6,drippers,pass,
2129,19/06/2025,B2S6,dead plants,pass,
2130,19/06/2025,B2S6,flowering,partial,early flowers are few
2131,19/06/2025,B2S6,health status,partial,
2132,20/06/2025,B2S8,Insect pests,pass,3 green vegetable bugs found
2133,20/06/2025,B2S8,basin weeds,pass,
2134,20/06/2025,B2S8,basin formation,pass,
2135,20/06/2025,B2S8,inrows,pass,
2136,20/06/2025,B2S8,mowing,pass,
2137,20/06/2025,B2S8,soil moisture,fail,the field is dry
2138,20/06/2025,B2S8,soil nutrients,partial,
2139,20/06/2025,B2S8,plant growth,partial,
2140,20/06/2025,B2S8,leaf colour,partial,
2141,20/06/2025,B2S8,pruning,partial,inprogress
2142,20/06/2025,B2S8,staking,pass,
2143,20/06/2025,B2S8,pipes,pass,
2144,20/06/2025,B2S8,pipes,pass,
2145,20/06/2025,B2S8,drippers,pass,
2146,20/06/2025,B2S8,dead plants,pass,
2147,20/06/2025,B2S8,flowering,partial,few early flowers
2148,20/06/2025,B2S8,health status,partial,
2149,21/06/2025,B2S1A,insect pests,pass,
2150,21/06/2025,B2S1A,diseases,pass,
2151,21/06/2025,B2S1A,basin weeds,pass,
2152,21/06/2025,B2S1A,basin formation,pass,
2153,21/06/2025,B2S1A,inrows,pass,
2154,21/06/2025,B2S1A,mowing,pass,
2155,21/06/2025,B2S1A,pruning,fail,
2156,21/06/2025,B2S1A,staking,pass,
2157,21/06/2025,B2S1A,soil moisture,fail,the field is dry
2158,21/06/2025,B2S1A,soil nutrients,pass,
2159,21/06/2025,B2S1A,plant growth,pass,
2160,21/06/2025,B2S1A,leaf colour,pass,
2161,21/06/2025,B2S1A,pipes,pass,
2162,21/06/2025,B2S1A,pipes,pass,
2163,21/06/2025,B2S1A,drippers,pass,
2164,21/06/2025,B2S1A,dead plants,pass,
2165,21/06/2025,B2S1A,flowering,partial,
2166,21/06/2025,B2S1A,health status,pass,
2167,21/06/2025,B2S1B,insect pests,pass,
2168,21/06/2025,B2S1B,diseases,pass,
2169,21/06/2025,B2S1B,basin weeds,pass,
2170,21/06/2025,B2S1B,basin formation,pass,
2171,21/06/2025,B2S1B,mowing,pass,was smartly slashed
2172,21/06/2025,B2S1B,inrows,pass,
2173,21/06/2025,B2S1B,pruning,partial,few to be pruned
2174,21/06/2025,B2S1B,staking,pass,
2175,21/06/2025,B2S1B,soil moisture,fail,
2176,21/06/2025,B2S1B,soil nutrients,pass,
2177,21/06/2025,B2S1B,plant growth,pass,
2178,21/06/2025,B2S1B,leaf colour,pass,
2179,21/06/2025,B2S1B,pipes,pass,
2180,21/06/2025,B2S1B,pipes,pass,
2181,21/06/2025,B2S1B,drippers,pass,
2182,21/06/2025,B2S1B,dead plants,pass,
2183,21/06/2025,B2S1B,flowering,partial,very few plants start flowering
2184,21/06/2025,B2S1B,health status,pass,
2185,23/06/2025,B2S2,insect pests,pass,
2186,23/06/2025,B2S2,diseases,pass,
2187,23/06/2025,B2S2,basin weeds,pass,weeds regrowth
2188,23/06/2025,B2S2,basin formation,pass,
2189,23/06/2025,B2S2,mowing,pass,
2190,23/06/2025,B2S2,inrows,pass,shrubs recoveries
2191,23/06/2025,B2S2,pruning,partial,few plant to be pruned
2192,23/06/2025,B2S2,staking,pass,
2193,23/06/2025,B2S2,plant growth,pass,
2194,23/06/2025,B2S2,leaf colour,partial,
2195,23/06/2025,B2S2,soil nutrients,pass,compost manure was applied
2196,23/06/2025,B2S2,pipes,pass,
2197,23/06/2025,B2S2,pipes,pass,
2198,23/06/2025,B2S2,drippers,pass,
2199,23/06/2025,B2S2,dead plants,pass,
2200,23/06/2025,B2S2,flowering,fail,very few racemes
2201,23/06/2025,B2S2,fire guard,pass,
2202,23/06/2025,B2S2,health status,pass,
2203,23/06/2025,B2S4,Insect pests,pass,
2204,23/06/2025,B2S4,diseases,pass,
2205,23/06/2025,B2S4,basin weeds,pass,
2206,23/06/2025,B2S4,basins,fail,
2207,23/06/2025,B2S4,inrows,pass,
2208,23/06/2025,B2S4,mowing,pass,
2209,23/06/2025,B2S4,pruning,partial,early tree training
2210,23/06/2025,B2S4,staking,pass,
2211,23/06/2025,B2S4,plant growth,pass,
2212,23/06/2025,B2S4,leaf colour,pass,
2213,23/06/2025,B2S4,soil nutrients,pass,
2214,23/06/2025,B2S4,pipes,pass,
2215,23/06/2025,B2S4,pipes,pass,
2216,23/06/2025,B2S4,drippers,pass,
2217,23/06/2025,B2S4,dead plants,pass,
2218,23/06/2025,B2S4,flowering,fail,
2219,23/06/2025,B2S4,fire guard,pass,
2220,23/06/2025,B2S4,health status,pass,
2221,24/06/2025,B2S3,insect pests,pass,
2222,24/06/2025,B2S3,diseases,pass,
2223,24/06/2025,B2S3,basin weeds,pass,due to horse shoe basin making
2224,24/06/2025,B2S3,basin formation,pass,only 2 lines left
2225,24/06/2025,B2S3,inrows,pass,
2226,24/06/2025,B2S3,mowing,partial,
2227,24/06/2025,B2S3,pruning,partial,first 4lines requires height control
2228,24/06/2025,B2S3,staking,pass,
2229,24/06/2025,B2S3,soil nutrients,pass,
2230,24/06/2025,B2S3,soil moisture,partial,due to irrigation
2231,24/06/2025,B2S3,plant growth,pass,
2232,24/06/2025,B2S3,leaf colour,pass,
2233,24/06/2025,B2S3,pipes,pass,
2234,24/06/2025,B2S3,pipes,pass,
2235,24/06/2025,B2S3,drippers,pass,
2236,24/06/2025,B2S3,dead plants,pass,
2237,24/06/2025,B2S3,flowering,partial,
2238,24/06/2025,B2S3,fire guard,fail,
2239,24/06/2025,B2S3,health status,pass,
2240,24/06/2025,B2S5,Insect pests,pass,
2241,24/06/2025,B2S5,diseases,pass,
2242,24/06/2025,B2S5,basin weeds,pass,weeds regrowth
2243,24/06/2025,B2S5,basin formation,pass,
2244,24/06/2025,B2S5,inrows,pass,
2245,24/06/2025,B2S5,mowing,pass,
2246,24/06/2025,B2S5,soil moisture,fail,
2247,24/06/2025,B2S5,soil nutrients,pass,
